run_id,seed,executor,workload,block_size,num_accounts,threads,compute_cost,skew,elapsed_ns,throughput_tps,scheduling_ns,execution_ns,validation_ns,commit_ns,conflicts_detected,reexecutions,accepted_txs,rejected_txs,final_state_hash,correct_vs_sequential
0-zipfian-sequential-4-1000,42,sequential,zipfian,1000,10000,4,1000,1.1,2284334,437764.35494984535,0,1248039,0,197358,0,0,1000,0,c3e8ee121049859902fb9efc902b1f1f9ff3b1519dc3f50144655d369eb38267,true
0-zipfian-static-4-1000,42,static,zipfian,1000,10000,4,1000,1.1,21799417,45872.78641442567,749708,2267900,0,542452,1269,0,1000,0,c3e8ee121049859902fb9efc902b1f1f9ff3b1519dc3f50144655d369eb38267,true
0-zipfian-optimistic-4-1000,42,optimistic,zipfian,1000,10000,4,1000,1.1,4037958,247649.92602696706,0,4312024,165002,293278,0,872,1000,0,c3e8ee121049859902fb9efc902b1f1f9ff3b1519dc3f50144655d369eb38267,true
0-token-transfer-sequential-4-1000,42,sequential,token-transfer,1000,10000,4,1000,1.1,2413083,414407.6270894951,0,1199749,0,234178,0,0,1000,0,bbcfa924be04469e9cb0ccceeecc20cf11147b9785cdd1365f998ec6c6cd6019,true
0-token-transfer-static-4-1000,42,static,token-transfer,1000,10000,4,1000,1.1,3711416,269438.9419024976,776792,1660611,0,295741,51,0,1000,0,bbcfa924be04469e9cb0ccceeecc20cf11147b9785cdd1365f998ec6c6cd6019,true
0-token-transfer-optimistic-4-1000,42,optimistic,token-transfer,1000,10000,4,1000,1.1,2245500,445335.11467379204,0,1853784,85070,237176,0,183,1000,0,bbcfa924be04469e9cb0ccceeecc20cf11147b9785cdd1365f998ec6c6cd6019,true
0-private-state-sequential-4-1000,42,sequential,private-state,1000,10000,4,1000,1.1,2442542,409409.5413712436,0,1199993,0,205171,0,0,842,158,4dc1b9cf6d171d2b24ea25fbe3eb7d827dcae0a4a146ba3e92d2491efbfd484b,true
0-private-state-static-4-1000,42,static,private-state,1000,10000,4,1000,1.1,51361291,19469.915582924114,466459,2653120,0,517419,3000,0,842,158,4dc1b9cf6d171d2b24ea25fbe3eb7d827dcae0a4a146ba3e92d2491efbfd484b,true
0-private-state-optimistic-4-1000,42,optimistic,private-state,1000,10000,4,1000,1.1,3394542,294590.5515383224,0,3514113,91939,217705,0,999,842,158,4dc1b9cf6d171d2b24ea25fbe3eb7d827dcae0a4a146ba3e92d2491efbfd484b,true
1-no-conflict-sequential-4-1000,43,sequential,no-conflict,1000,10000,4,1000,1.1,2465750,405556.1188279428,0,1238630,0,226751,0,0,1000,0,72a85deaa7400a330ddc98c75d93d1bff21a27b64d8f4c22442b601d9d11cfe0,true
